tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2024-0495,Dubai,Hard,32,A,20240226,278,200005,104792,4-6 6-3 6-3,3,R32,132.0,5.0,0.0,85.0,58.0,42.0,19.0,14.0,3.0,4.0,10.0,5.0,86.0,50.0,38.0,16.0,14.0,4.0,7.0
2024-0495,Dubai,Hard,32,A,20240226,277,122330,207830,2-6 6-3 7-6(5),3,R32,117.0,7.0,6.0,87.0,49.0,39.0,20.0,15.0,4.0,8.0,3.0,3.0,85.0,51.0,36.0,18.0,14.0,3.0,6.0
2024-0495,Dubai,Hard,32,A,20240226,276,134868,209406,7-5 2-0 RET,3,R32,62.0,4.0,1.0,40.0,29.0,21.0,6.0,7.0,1.0,2.0,3.0,7.0,50.0,24.0,16.0,10.0,7.0,4.0,7.0
2024-0495,Dubai,Hard,32,A,20240226,275,208103,105916,6-4 3-6 7-5,3,R32,142.0,4.0,1.0,86.0,51.0,42.0,18.0,15.0,3.0,5.0,2.0,4.0,101.0,60.0,38.0,26.0,16.0,8.0,11.0
2024-0495,Dubai,Hard,32,A,20240226,274,111575,209414,6-2 6-3,3,R32,80.0,9.0,3.0,55.0,35.0,25.0,11.0,9.0,2.0,3.0,4.0,3.0,54.0,34.0,19.0,9.0,8.0,4.0,8.0
2024-0495,Dubai,Hard,32,A,20240226,273,122298,105173,7-6(3) 7-5,3,R32,112.0,5.0,3.0,67.0,42.0,34.0,13.0,12.0,2.0,4.0,5.0,1.0,69.0,41.0,30.0,12.0,12.0,1.0,4.0
2024-0495,Dubai,Hard,32,A,20240226,272,200624,200303,6-0 6-2,3,R32,54.0,7.0,1.0,39.0,28.0,22.0,5.0,7.0,0.0,1.0,1.0,2.0,42.0,26.0,12.0,2.0,7.0,3.0,9.0
2024-0495,Dubai,Hard,32,A,20240226,271,209070,207518,6-4 7-6(2),3,R32,117.0,8.0,1.0,75.0,46.0,32.0,19.0,11.0,0.0,1.0,1.0,2.0,73.0,49.0,32.0,13.0,11.0,3.0,5.0
2024-0495,Dubai,Hard,32,A,20240226,270,126094,111190,6-7(4) 6-2 6-4,3,R32,110.0,18.0,2.0,88.0,64.0,53.0,13.0,15.0,2.0,2.0,17.0,2.0,90.0,68.0,54.0,6.0,15.0,0.0,3.0
2024-8996,Santiago,Clay,32,A,20240226,300,202104,126214,3-6 6-0 6-4,3,F,134.0,5.0,2.0,83.0,54.0,38.0,16.0,12.0,8.0,10.0,4.0,2.0,95.0,66.0,39.0,11.0,13.0,11.0,16.0
2024-8996,Santiago,Clay,32,A,20240226,299,126214,144895,4-6 6-4 7-5,3,SF,152.0,2.0,3.0,82.0,51.0,38.0,19.0,16.0,2.0,5.0,4.0,1.0,95.0,68.0,49.0,10.0,16.0,8.0,12.0
2024-8996,Santiago,Clay,32,A,20240226,298,202104,124079,6-4 6-2,3,SF,101.0,5.0,0.0,65.0,44.0,33.0,10.0,9.0,2.0,2.0,0.0,2.0,67.0,40.0,24.0,13.0,9.0,3.0,6.0
2024-8996,Santiago,Clay,32,A,20240226,297,144895,111797,7-6(5) 7-6(3),3,QF,131.0,5.0,1.0,76.0,52.0,38.0,16.0,12.0,0.0,2.0,7.0,1.0,80.0,51.0,32.0,20.0,12.0,1.0,3.0
2024-8996,Santiago,Clay,32,A,20240226,296,126214,209260,6-0 7-5,3,QF,77.0,9.0,1.0,60.0,36.0,28.0,15.0,9.0,4.0,4.0,5.0,3.0,53.0,29.0,21.0,8.0,9.0,3.0,7.0
2024-8996,Santiago,Clay,32,A,20240226,295,124079,209950,6-3 6-7(5) 6-2,3,QF,145.0,5.0,0.0,82.0,59.0,48.0,13.0,15.0,1.0,2.0,7.0,6.0,93.0,48.0,31.0,22.0,14.0,4.0,8.0
2024-8996,Santiago,Clay,32,A,20240226,294,202104,144719,6-4 6-4,3,QF,108.0,0.0,2.0,86.0,61.0,37.0,14.0,10.0,6.0,7.0,0.0,5.0,58.0,39.0,25.0,9.0,10.0,2.0,5.0
2024-8996,Santiago,Clay,32,A,20240226,293,111797,105948,7-6(4) 6-2,3,R16,102.0,10.0,0.0,58.0,41.0,35.0,12.0,10.0,1.0,1.0,3.0,2.0,71.0,40.0,30.0,14.0,10.0,4.0,6.0
2024-8996,Santiago,Clay,32,A,20240226,292,144895,202058,6-3 6-7(5) 6-2,3,R16,164.0,1.0,3.0,93.0,62.0,52.0,14.0,15.0,5.0,6.0,2.0,5.0,97.0,69.0,42.0,15.0,14.0,7.0,11.0
2024-8996,Santiago,Clay,32,A,20240226,291,126214,144642,6-2 7-5,3,R16,94.0,9.0,1.0,51.0,35.0,32.0,9.0,10.0,0.0,0.0,5.0,4.0,71.0,48.0,32.0,9.0,10.0,6.0,9.0
2024-8996,Santiago,Clay,32,A,20240226,290,209260,207678,6-3 3-6 6-3,3,R16,138.0,7.0,5.0,86.0,44.0,34.0,23.0,14.0,6.0,8.0,3.0,2.0,85.0,58.0,37.0,16.0,13.0,2.0,5.0
2024-8996,Santiago,Clay,32,A,20240226,289,124079,207680,7-6(4) 6-7(5) 6-1,3,R16,188.0,3.0,3.0,93.0,57.0,45.0,17.0,16.0,2.0,5.0,5.0,4.0,110.0,69.0,43.0,20.0,15.0,8.0,13.0
2024-8996,Santiago,Clay,32,A,20240226,288,209950,205734,6-3 6-3,3,R16,76.0,7.0,2.0,47.0,27.0,24.0,9.0,9.0,0.0,1.0,4.0,5.0,48.0,21.0,11.0,15.0,9.0,1.0,5.0
2024-8996,Santiago,Clay,32,A,20240226,287,144719,105077,6-3 6-1,3,R16,92.0,0.0,0.0,62.0,46.0,28.0,6.0,8.0,10.0,13.0,1.0,2.0,42.0,22.0,11.0,2.0,8.0,3.0,10.0
2024-8996,Santiago,Clay,32,A,20240226,286,202104,122669,4-6 6-4 6-2,3,R16,157.0,3.0,2.0,87.0,61.0,38.0,13.0,14.0,4.0,8.0,2.0,2.0,97.0,57.0,34.0,20.0,14.0,10.0,16.0
2024-8996,Santiago,Clay,32,A,20240226,284,105948,144684,6-1 7-6(1),3,R32,95.0,5.0,4.0,58.0,37.0,24.0,11.0,10.0,2.0,5.0,2.0,4.0,64.0,41.0,19.0,9.0,9.0,2.0,7.0
2024-8996,Santiago,Clay,32,A,20240226,283,202058,211663,7-5 7-6(3),3,R32,128.0,0.0,1.0,75.0,57.0,42.0,12.0,12.0,1.0,2.0,1.0,4.0,88.0,51.0,32.0,23.0,12.0,1.0,3.0
2024-8996,Santiago,Clay,32,A,20240226,282,144895,106148,6-3 5-7 6-2,3,R32,178.0,2.0,1.0,91.0,56.0,38.0,22.0,15.0,2.0,4.0,1.0,1.0,98.0,66.0,39.0,18.0,14.0,6.0,10.0
2024-8996,Santiago,Clay,32,A,20240226,280,144642,106426,7-6(3) 7-5,3,R32,121.0,5.0,3.0,72.0,52.0,38.0,12.0,12.0,5.0,7.0,3.0,3.0,78.0,44.0,30.0,16.0,12.0,4.0,7.0
2024-8996,Santiago,Clay,32,A,20240226,279,209260,105487,7-6(4) 6-7(6) 7-6(5),3,R32,199.0,13.0,1.0,125.0,74.0,50.0,35.0,18.0,2.0,3.0,11.0,3.0,115.0,74.0,56.0,25.0,18.0,4.0,5.0
2024-8996,Santiago,Clay,32,A,20240226,278,207678,105870,3-6 6-3 7-5,3,R32,167.0,3.0,4.0,92.0,48.0,31.0,27.0,15.0,8.0,11.0,7.0,6.0,95.0,55.0,35.0,22.0,15.0,2.0,6.0
2024-8996,Santiago,Clay,32,A,20240226,277,207680,106398,5-7 6-3 7-6(2),3,R32,188.0,7.0,3.0,135.0,86.0,59.0,24.0,17.0,15.0,18.0,5.0,3.0,103.0,69.0,47.0,20.0,16.0,4.0,7.0
2024-8996,Santiago,Clay,32,A,20240226,276,124079,208859,6-4 6-1,3,R32,100.0,1.0,6.0,57.0,40.0,29.0,7.0,9.0,1.0,3.0,3.0,4.0,61.0,35.0,19.0,9.0,8.0,7.0,12.0
2024-8996,Santiago,Clay,32,A,20240226,275,205734,208882,6-4 6-4,3,R32,102.0,2.0,2.0,60.0,36.0,26.0,13.0,10.0,3.0,5.0,4.0,4.0,70.0,42.0,28.0,10.0,10.0,9.0,13.0
2024-8996,Santiago,Clay,32,A,20240226,273,144719,126523,6-4 6-1,3,R32,81.0,0.0,3.0,52.0,43.0,32.0,3.0,8.0,2.0,3.0,2.0,4.0,53.0,31.0,14.0,9.0,9.0,1.0,6.0
2024-8996,Santiago,Clay,32,A,20240226,272,105077,106198,6-3 6-2,3,R32,93.0,1.0,6.0,66.0,40.0,28.0,14.0,9.0,3.0,4.0,1.0,2.0,50.0,32.0,19.0,8.0,8.0,2.0,6.0
2024-8996,Santiago,Clay,32,A,20240226,271,122669,207681,6-2 3-6 6-1,3,R32,117.0,5.0,2.0,69.0,42.0,30.0,19.0,12.0,4.0,5.0,4.0,3.0,75.0,43.0,29.0,15.0,12.0,3.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,300,207989,106421,7-6(5) 6-1,3,F,102.0,3.0,1.0,62.0,40.0,30.0,15.0,10.0,1.0,2.0,3.0,3.0,79.0,48.0,30.0,14.0,9.0,7.0,10.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,299,106421,126205,1-6 7-6(3) 6-2,3,SF,143.0,2.0,3.0,103.0,64.0,38.0,16.0,13.0,6.0,11.0,5.0,3.0,100.0,53.0,34.0,21.0,14.0,5.0,10.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,298,207989,206173,1-6 6-3 6-2,3,SF,125.0,0.0,2.0,72.0,47.0,33.0,13.0,12.0,2.0,4.0,1.0,2.0,74.0,46.0,30.0,15.0,12.0,3.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,297,126205,134770,6-2 1-6 6-3,3,QF,129.0,5.0,2.0,86.0,47.0,34.0,15.0,12.0,7.0,11.0,2.0,0.0,94.0,67.0,40.0,11.0,12.0,10.0,15.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,296,106421,208029,7-5 6-4,3,QF,119.0,4.0,1.0,73.0,44.0,30.0,18.0,11.0,6.0,8.0,0.0,6.0,84.0,47.0,32.0,14.0,11.0,6.0,10.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,295,206173,208103,6-3 6-3,3,QF,84.0,3.0,2.0,51.0,27.0,23.0,15.0,9.0,1.0,1.0,5.0,3.0,70.0,47.0,32.0,7.0,9.0,8.0,11.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,294,207989,100644,6-3 6-1,3,QF,89.0,1.0,0.0,39.0,31.0,27.0,6.0,8.0,0.0,0.0,3.0,2.0,63.0,49.0,25.0,7.0,8.0,1.0,5.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,293,126205,208134,6-4 6-3,3,R16,80.0,5.0,0.0,51.0,32.0,25.0,12.0,9.0,1.0,1.0,2.0,2.0,67.0,40.0,29.0,11.0,10.0,6.0,9.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,292,134770,104792,3-6 7-6(3) 6-4,3,R16,147.0,3.0,2.0,99.0,60.0,43.0,24.0,15.0,3.0,4.0,14.0,0.0,91.0,56.0,44.0,22.0,16.0,5.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,291,106421,105777,6-4 6-4,3,R16,76.0,5.0,2.0,51.0,31.0,26.0,13.0,10.0,1.0,2.0,4.0,5.0,58.0,40.0,29.0,6.0,10.0,3.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,290,208029,126203,2-6 7-6(2) 6-3,3,R16,138.0,4.0,4.0,94.0,53.0,41.0,25.0,15.0,4.0,6.0,8.0,3.0,91.0,52.0,36.0,24.0,14.0,2.0,3.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,289,208103,126774,6-2 6-4,3,R16,77.0,7.0,1.0,50.0,31.0,26.0,13.0,9.0,4.0,4.0,4.0,4.0,63.0,28.0,18.0,17.0,9.0,7.0,10.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,288,206173,210097,7-6(4) 6-1,3,R16,98.0,3.0,1.0,65.0,44.0,34.0,13.0,10.0,4.0,5.0,4.0,6.0,70.0,47.0,27.0,10.0,9.0,6.0,9.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,287,100644,200282,5-7 6-2 6-3,3,R16,167.0,7.0,3.0,115.0,77.0,53.0,17.0,15.0,8.0,11.0,2.0,2.0,78.0,38.0,27.0,18.0,14.0,2.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,286,207989,206681,6-3 6-3,3,R16,75.0,4.0,2.0,49.0,31.0,26.0,12.0,9.0,2.0,2.0,2.0,1.0,58.0,32.0,23.0,10.0,9.0,5.0,8.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,285,208134,104925,6-4 3-6 6-3,3,R32,140.0,6.0,7.0,90.0,64.0,44.0,13.0,14.0,2.0,4.0,4.0,1.0,95.0,57.0,44.0,16.0,14.0,8.0,11.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,284,126205,200005,6-4 6-4,3,R32,87.0,3.0,1.0,56.0,37.0,30.0,9.0,10.0,0.0,1.0,3.0,0.0,59.0,31.0,23.0,11.0,10.0,3.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,283,134770,209950,6-2 6-4,3,R32,76.0,2.0,1.0,43.0,31.0,27.0,9.0,9.0,0.0,0.0,5.0,4.0,62.0,37.0,26.0,9.0,9.0,4.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,282,104792,111815,6-7(5) 7-6(5) 6-3,3,R32,192.0,12.0,12.0,146.0,92.0,60.0,27.0,17.0,18.0,21.0,4.0,4.0,105.0,57.0,35.0,29.0,16.0,6.0,10.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,281,106421,200624,6-4 5-7 6-3,3,R32,151.0,2.0,10.0,87.0,44.0,31.0,18.0,15.0,2.0,9.0,3.0,5.0,121.0,68.0,43.0,17.0,16.0,13.0,22.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,280,105777,105173,6-3 6-3,3,R32,80.0,9.0,2.0,47.0,24.0,21.0,17.0,9.0,1.0,1.0,4.0,3.0,63.0,37.0,25.0,11.0,9.0,9.0,12.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,279,126203,202104,6-2 6-2,3,R32,68.0,9.0,1.0,40.0,25.0,22.0,10.0,8.0,0.0,0.0,0.0,1.0,56.0,38.0,18.0,11.0,8.0,5.0,9.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,278,208029,207518,6-2 7-6(5),3,R32,96.0,3.0,1.0,59.0,38.0,31.0,15.0,10.0,2.0,2.0,1.0,2.0,68.0,46.0,31.0,12.0,10.0,4.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,277,208103,126094,6-4 6-4,3,R32,73.0,9.0,2.0,51.0,27.0,25.0,15.0,10.0,0.0,0.0,1.0,1.0,59.0,33.0,21.0,16.0,10.0,2.0,4.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,276,126774,126207,6-3 6-3,3,R32,78.0,11.0,1.0,65.0,40.0,28.0,14.0,9.0,3.0,4.0,2.0,1.0,50.0,28.0,16.0,10.0,9.0,2.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,275,210097,202103,7-6(5) 3-6 7-6(5),3,R32,163.0,6.0,5.0,103.0,62.0,49.0,25.0,16.0,1.0,3.0,1.0,3.0,119.0,85.0,62.0,20.0,17.0,9.0,10.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,274,206173,105526,6-3 6-4,3,R32,74.0,7.0,2.0,52.0,35.0,29.0,13.0,10.0,3.0,3.0,3.0,1.0,58.0,40.0,29.0,8.0,9.0,2.0,4.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,273,100644,134868,7-6(7) 6-3,3,R32,103.0,8.0,1.0,67.0,51.0,39.0,7.0,10.0,2.0,3.0,8.0,6.0,74.0,50.0,35.0,11.0,11.0,5.0,8.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,272,200282,122330,7-5 6-0,3,R32,87.0,3.0,3.0,65.0,36.0,24.0,17.0,9.0,5.0,7.0,6.0,10.0,69.0,36.0,27.0,5.0,9.0,9.0,15.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,271,206681,205734,6-2 6-2,3,R32,67.0,5.0,1.0,39.0,21.0,19.0,14.0,8.0,0.0,0.0,2.0,1.0,55.0,30.0,19.0,8.0,8.0,5.0,9.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,270,207989,200000,6-2 6-3,3,R32,77.0,3.0,1.0,44.0,32.0,25.0,8.0,8.0,1.0,1.0,1.0,5.0,52.0,35.0,19.0,8.0,9.0,3.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,269,104925,126846,6-2 5-7 6-3,3,R64,130.0,11.0,5.0,76.0,46.0,38.0,16.0,14.0,4.0,6.0,9.0,3.0,100.0,56.0,44.0,12.0,15.0,8.0,13.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,268,208134,111190,6-3 3-6 6-3,3,R64,120.0,7.0,2.0,80.0,51.0,43.0,14.0,14.0,5.0,7.0,5.0,3.0,88.0,52.0,37.0,15.0,13.0,2.0,5.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,267,126205,210506,6-2 6-2,3,R64,77.0,0.0,1.0,41.0,23.0,19.0,10.0,8.0,0.0,1.0,2.0,6.0,73.0,50.0,28.0,7.0,8.0,3.0,8.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,266,200005,200516,6-4 6-4,3,R64,89.0,10.0,2.0,61.0,31.0,26.0,18.0,10.0,2.0,2.0,1.0,3.0,55.0,31.0,22.0,15.0,10.0,4.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,265,134770,127760,6-4 7-6(4),3,R64,105.0,4.0,0.0,79.0,51.0,38.0,17.0,11.0,7.0,7.0,4.0,4.0,74.0,39.0,27.0,21.0,11.0,2.0,3.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,264,209950,200221,6-3 6-4,3,R64,77.0,9.0,2.0,52.0,27.0,24.0,18.0,10.0,0.0,0.0,6.0,3.0,59.0,32.0,27.0,11.0,9.0,5.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,263,111815,132283,6-4 6-4,3,R64,90.0,2.0,4.0,62.0,35.0,23.0,16.0,10.0,1.0,3.0,8.0,1.0,55.0,37.0,25.0,6.0,10.0,3.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,262,104792,128034,6-0 6-7(5) 6-2,3,R64,120.0,6.0,6.0,84.0,40.0,27.0,28.0,13.0,1.0,3.0,2.0,3.0,81.0,41.0,25.0,17.0,13.0,6.0,13.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,261,106421,106148,6-2 6-3,3,R64,87.0,1.0,1.0,48.0,28.0,23.0,12.0,9.0,1.0,2.0,0.0,0.0,46.0,35.0,19.0,5.0,8.0,3.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,260,200624,126128,6-4 6-2,3,R64,70.0,6.0,0.0,60.0,33.0,21.0,19.0,9.0,3.0,4.0,2.0,3.0,54.0,29.0,17.0,12.0,9.0,4.0,8.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,259,105173,207830,6-1 6-2,3,R64,74.0,5.0,2.0,58.0,35.0,26.0,13.0,8.0,6.0,6.0,3.0,3.0,51.0,29.0,18.0,7.0,7.0,3.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,258,105777,124186,7-5 6-2,3,R64,89.0,5.0,2.0,56.0,31.0,25.0,14.0,10.0,2.0,3.0,4.0,3.0,65.0,36.0,26.0,11.0,10.0,4.0,8.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,257,126203,126214,7-6(2) 6-2,3,R64,74.0,14.0,1.0,53.0,36.0,31.0,14.0,10.0,0.0,0.0,6.0,3.0,63.0,44.0,32.0,8.0,10.0,6.0,8.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,256,202104,104926,7-5 6-3,3,R64,99.0,4.0,0.0,75.0,45.0,29.0,21.0,11.0,5.0,6.0,3.0,6.0,63.0,28.0,19.0,16.0,10.0,2.0,5.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,255,207518,133430,6-4 2-6 7-5,3,R64,140.0,2.0,3.0,95.0,58.0,37.0,21.0,15.0,7.0,11.0,9.0,12.0,97.0,55.0,42.0,17.0,15.0,9.0,13.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,254,208029,105683,W/O,3,R64,0.0,,,,,,,,,,,,,,,,,,
2024-0404,Indian Wells Masters,Hard,128,M,20240304,253,126094,104918,7-6(3) 6-1,3,R64,108.0,9.0,0.0,78.0,42.0,31.0,23.0,10.0,6.0,6.0,5.0,4.0,72.0,45.0,31.0,11.0,9.0,3.0,5.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,252,208103,206909,3-6 6-3 6-4,3,R64,135.0,8.0,5.0,91.0,60.0,41.0,17.0,14.0,2.0,5.0,4.0,1.0,89.0,50.0,31.0,22.0,14.0,2.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,251,126207,105583,6-3 6-3,3,R64,77.0,7.0,4.0,61.0,35.0,28.0,11.0,9.0,4.0,5.0,3.0,0.0,66.0,44.0,27.0,9.0,9.0,3.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,250,126774,106298,6-3 6-2,3,R64,68.0,8.0,2.0,41.0,24.0,22.0,10.0,8.0,0.0,0.0,4.0,2.0,56.0,28.0,20.0,10.0,9.0,3.0,7.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,249,210097,210150,4-6 6-3 6-4,3,R64,120.0,8.0,5.0,83.0,56.0,46.0,13.0,15.0,3.0,5.0,7.0,4.0,91.0,50.0,37.0,19.0,14.0,3.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,248,202103,207686,6-2 3-1 RET,3,R64,45.0,1.0,2.0,36.0,23.0,18.0,7.0,6.0,0.0,0.0,1.0,1.0,30.0,12.0,8.0,7.0,6.0,0.0,3.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,247,105526,106432,6-7(3) 6-2 7-6(9),3,R64,178.0,9.0,4.0,113.0,53.0,42.0,32.0,16.0,5.0,7.0,15.0,2.0,123.0,69.0,49.0,27.0,16.0,11.0,15.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,246,206173,106423,6-3 6-0,3,R64,81.0,3.0,0.0,47.0,29.0,22.0,13.0,8.0,1.0,1.0,7.0,2.0,44.0,26.0,15.0,5.0,7.0,2.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,245,100644,106331,6-4 6-4,3,R64,116.0,3.0,3.0,65.0,37.0,28.0,17.0,10.0,5.0,6.0,7.0,2.0,70.0,35.0,20.0,20.0,10.0,6.0,9.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,244,134868,105870,6-3 6-3,3,R64,76.0,6.0,2.0,50.0,27.0,22.0,15.0,9.0,0.0,0.0,1.0,3.0,55.0,37.0,23.0,9.0,9.0,3.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,243,122330,209992,6-4 6-1,3,R64,63.0,10.0,2.0,57.0,37.0,28.0,10.0,9.0,3.0,4.0,0.0,1.0,44.0,29.0,17.0,6.0,8.0,1.0,5.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,242,200282,106121,6-1 6-2,3,R64,58.0,3.0,1.0,41.0,22.0,18.0,12.0,7.0,1.0,1.0,1.0,3.0,43.0,27.0,14.0,3.0,8.0,1.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,241,205734,111575,6-1 7-5,3,R64,83.0,6.0,2.0,57.0,39.0,34.0,8.0,10.0,1.0,1.0,3.0,1.0,58.0,31.0,22.0,12.0,9.0,1.0,4.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,240,206681,111797,3-6 7-5 6-4,3,R64,159.0,4.0,2.0,95.0,61.0,45.0,17.0,16.0,3.0,6.0,12.0,9.0,120.0,63.0,48.0,23.0,15.0,10.0,13.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,239,200000,106005,6-4 6-1,3,R64,88.0,4.0,6.0,47.0,27.0,23.0,11.0,8.0,3.0,3.0,1.0,4.0,69.0,35.0,21.0,15.0,9.0,6.0,10.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,238,207989,208286,6-7(5) 6-0 6-1,3,R64,134.0,2.0,1.0,76.0,43.0,37.0,18.0,13.0,3.0,4.0,3.0,0.0,92.0,52.0,31.0,17.0,12.0,7.0,13.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,236,126846,208278,7-6(4) 7-6(6),3,R128,114.0,6.0,1.0,82.0,46.0,30.0,25.0,12.0,3.0,5.0,5.0,5.0,80.0,38.0,29.0,22.0,12.0,1.0,3.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,235,111190,206499,6-7(2) 6-3 7-5,3,R128,153.0,12.0,4.0,104.0,53.0,41.0,30.0,17.0,4.0,5.0,13.0,10.0,104.0,53.0,43.0,26.0,16.0,6.0,9.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,232,210506,144719,6-2 6-3,3,R128,94.0,4.0,0.0,66.0,47.0,34.0,10.0,9.0,2.0,2.0,1.0,3.0,60.0,34.0,20.0,12.0,8.0,3.0,6.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,231,200516,210319,6-1 7-6(1),3,R128,95.0,10.0,0.0,63.0,47.0,38.0,10.0,10.0,2.0,2.0,5.0,4.0,63.0,37.0,30.0,7.0,9.0,3.0,5.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,228,127760,134457,7-6(8) 6-4,3,R128,105.0,6.0,4.0,75.0,41.0,37.0,17.0,11.0,4.0,5.0,4.0,3.0,79.0,51.0,36.0,15.0,11.0,1.0,3.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,227,209950,132686,7-6(5) 6-2,3,R128,96.0,4.0,0.0,71.0,45.0,35.0,13.0,10.0,2.0,3.0,2.0,3.0,64.0,25.0,20.0,19.0,10.0,2.0,5.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,224,132283,200175,7-6(1) 6-4,3,R128,90.0,12.0,2.0,61.0,39.0,37.0,11.0,11.0,1.0,2.0,0.0,1.0,62.0,35.0,20.0,21.0,11.0,2.0,4.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,223,104792,126845,6-1 6-2,3,R128,70.0,10.0,1.0,53.0,32.0,25.0,12.0,8.0,1.0,1.0,0.0,5.0,54.0,27.0,18.0,8.0,7.0,4.0,8.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,220,106148,207925,6-4 6-4,3,R128,100.0,0.0,1.0,70.0,50.0,32.0,11.0,10.0,3.0,5.0,4.0,6.0,62.0,31.0,22.0,12.0,10.0,4.0,8.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,219,126128,105554,6-1 5-7 6-2,3,R128,116.0,11.0,5.0,78.0,46.0,35.0,18.0,14.0,3.0,5.0,3.0,8.0,79.0,40.0,28.0,15.0,13.0,7.0,12.0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,216,207830,104527,7-6(3) 4-6 6-2,3,R128,125.0,2.0,2.0,86.0,49.0,33.0,22.0,15.0,2.0,6.0,3.0,2.0,92.0,51.0,35.0,17.0,15.0,2.0,7.0
