person_id,first_name,last_name,birthdate,height,weight,jersey,position,team_id
1631095,Jabari,Smith Jr.,2003-05-13,6-11,220,1,Forward,1610612745
1630270,Xavier,Sneed,1997-12-21,6-5,215,19,Forward,1610612766
1631110,Jeremy,Sochan,2003-05-2,6-8,230,10,Forward,1610612759
1630531,Jaden,Springer,2002-09-25,6-4,202,11,Guard,1610612755
1630205,Lamar,Stevens,1997-07-09,6-6,230,8,Forward,1610612739
1630191,Isaiah,Stewart,2001-05-22,6-8,250,28,Forward-Center,1610612765
1629622,Max,Strus,1996-03-28,6-5,215,31,Guard-Forward,1610612748
1630591,Jalen,Suggs,2001-06-03,6-5,205,4,Guard,1610612753
1628410,Edmond,Sumner,1995-12-31,6-4,196,4,Guard,1610612751
1631306,Cole,Swider,1999-05-08,6-9,220,20,Forward,1610612747
1630256,Jae'Sean,Tate,1995-10-28,6-5,230,8,Forward,1610612745
1628369,Jayson,Tatum,1998-03-03,6-8,210,0,Forward-Guard,1610612738
1630678,Terry,Taylor,1999-09-23,6-4,230,32,Forward,1610612741
202066,Garrett,Temple,1986-05-08,6-6,195,41,Guard-Forward,1610612740
1631207,Dalen,Terry,2002-07-12,6-7,195,25,Forward,1610612741
1628464,Daniel,Theis,1992-04-04,6-8,245,27,Forward-Center,1610612754
1630560,Cam,Thomas,2001-10-13,6-3,210,24,Guard,1610612751
202691,Klay,Thompson,1990-02-08,6-6,220,11,Guard,1610612744
202684,Tristan,Thompson,1991-03-13,6-9,254,9,Center-Forward,1610612747
1630550,JT,Thor,2002-08-26,6-9,203,21,Forward,1610612766
1629680,Matisse,Thybulle,1997-03-04,6-5,201,4,Guard-Forward,1610612757
1630214,Xavier,Tillman,1999-01-12,6-7,245,2,Forward,1610612763
1630225,Isaiah,Todd,2001-10-17,6-9,219,14,Forward,1610612756
1630167,Obi,Toppin,1998-03-04,6-9,220,1,Forward,1610612752
1629308,Juan,Toscano-Anderson,1993-04-1,6-6,209,95,Forward,1610612762
1626157,Karl-Anthony,Towns,1995-11-15,7-0,248,32,Center-Forward,1610612750
200782,P.J.,Tucker,1985-05-05,6-5,245,17,Forward,1610612755
1626167,Myles,Turner,1996-03-24,6-11,250,33,Center-Forward,1610612754
202685,Jonas,Valanciunas,1992-05-06,6-11,265,17,Center,1610612740
1629020,Jarred,Vanderbilt,1999-04-03,6-8,214,2,Forward,1610612747
1629216,Gabe,Vincent,1996-06-14,6-2,200,2,Guard,1610612748
202696,Nikola,Vucevic,1990-10-24,6-10,260,9,Center,1610612741
1629731,Dean,Wade,1996-11-2,6-9,228,32,Forward-Center,1610612739
1630688,Ish,Wainright,1994-09-12,6-5,250,12,Forward,1610612756
1629022,Lonnie,Walker IV,1998-12-14,6-4,204,4,Guard-Forward,1610612747
203933,T.J.,Warren,1993-09-05,6-8,220,21,Forward,1610612756
1630613,Duane,Washington Jr.,2000-03-24,6-2,197,4,Guard,1610612752
1631102,TyTy,Washington Jr.,2001-11-15,6-3,195,0,Guard,1610612745
1630322,Lindy,Waters III,1997-07-28,6-6,210,12,Forward,1610612760
1631212,Peyton,Watson,2002-09-11,6-7,200,8,Guard,1610612743
1631104,Blake,Wesley,2003-03-16,6-4,185,14,Guard,1610612759
1629632,Coby,White,2000-02-16,6-5,195,0,Guard,1610612741
1628401,Derrick,White,1994-07-02,6-4,190,9,Guard,1610612738
1631298,Jack,White,1997-08-05,6-7,225,10,Forward,1610612743
1630580,Joe,Wieskamp,1999-08-23,6-6,205,11,Guard-Forward,1610612761
1630598,Aaron,Wiggins,1999-01-02,6-5,190,21,Guard,1610612760
203952,Andrew,Wiggins,1995-02-23,6-7,197,22,Forward,1610612744
1629623,Lindell,Wigginton,1998-03-28,6-1,189,28,Guard,1610612749
1629684,Grant,Williams,1998-11-3,6-6,236,12,Forward,1610612738
1631114,Jalen,Williams,2001-04-14,6-5,211,8,Guard-Forward,1610612760
1631109,Mark,Williams,2001-12-16,7-0,240,5,Center,1610612766
1630172,Patrick,Williams,2001-08-26,6-7,215,44,Forward,1610612741
1630533,Ziaire,Williams,2001-09-12,6-9,185,8,Forward,1610612763
1629057,Robert,Williams III,1997-10-17,6-9,237,44,Center-Forward,1610612738
1631246,Vince,Williams Jr.,2000-08-3,6-4,205,5,Guard,1610612763
1629627,Zion,Williamson,2000-07-06,6-6,284,1,Forward,1610612740
1629685,Dylan,Windler,1996-09-22,6-7,196,9,Guard-Forward,1610612739
1626159,Justise,Winslow,1996-03-26,6-6,222,26,Forward-Guard,1610612757
1630164,James,Wiseman,2001-03-31,7-0,240,13,Center,1610612765
1626174,Christian,Wood,1995-09-27,6-9,214,35,Forward,1610612742
1626153,Delon,Wright,1992-04-26,6-5,185,55,Guard,1610612764
1630593,McKinley,Wright IV,1998-10-25,5-11,192,23,Guard,1610612742
1628221,Gabe,York,1993-08-02,6-3,190,32,Guard,1610612754
201152,Thaddeus,Young,1988-06-21,6-8,235,21,Forward,1610612761
1629027,Trae,Young,1998-09-19,6-1,164,11,Guard,1610612737
1630209,Omer,Yurtseven,1998-06-19,6-11,275,77,Center,1610612748
203469,Cody,Zeller,1992-10-05,6-11,240,44,Forward-Center,1610612748
1627826,Ivica,Zubac,1997-03-18,7-0,240,40,Center,1610612746
