id,player_api_id,player_name,birthday,weight (kg),height (cm)
3153,6911,Fabian Canobbio,1980-03-1,74.8,178
3154,78324,Fabian Delph,1989-11-21,59.9,175
3155,30251,Fabian Ernst,1979-05-3,79.8,183
3156,95228,Fabian Frei,1989-01-08,77.1,183
3157,114963,Fabian Giefer,1990-05-17,93.0,196
3158,310355,Fabian Holland,1990-07-11,73.9,173
3159,37357,Fabian Johnson,1987-12-11,73.9,183
3160,42297,Fabian Lustenberger,1988-05-02,69.9,180
3161,115297,Fabian Monzon,1987-04-13,82.1,178
3162,49836,Fabian Orellana,1986-01-27,69.9,170
3163,13225,Fabian Pawela,1985-11-3,82.1,188
3164,156793,Fabian Rinaudo,1987-05-08,78.0,175
3165,189982,Fabian Schaer,1991-12-2,84.8,185
3166,6853,Fabian Vargas,1980-04-17,71.2,178
3167,56816,Fabian Yantorno,1982-09-04,72.1,173
3168,605654,Fabian,1996-04-03,69.9,188
3169,114671,Fabiano Oliveira,1987-03-16,78.0,183
3170,41666,Fabiano Santacroce,1986-08-24,72.1,180
3171,124127,Fabiano,1988-02-29,91.2,198
3172,34580,Fabiano,1984-07-25,78.9,183
3173,40709,Fabien Audard,1978-03-28,88.9,188
3174,317937,Fabien Boyer,1991-04-12,79.8,188
3175,38435,Fabien Camus,1985-02-28,68.0,175
3176,26141,Fabien Laurenti,1983-01-06,74.8,180
3177,94323,Fabien Lemoine,1987-03-16,67.1,175
3178,95513,Fabien Robert,1989-01-06,63.0,175
3179,354475,Fabien Tchenkoua,1992-10-01,73.0,170
3180,359188,Fabinho,1993-10-23,78.0,188
3181,34222,Fabio Aurelio,1979-09-24,73.9,173
3182,184822,Fabio Borini,1991-03-23,73.9,180
3183,34520,Fabio Cannavaro,1973-09-13,74.8,175
3184,361751,Fabio Cardoso,1994-04-19,74.8,185
3185,39701,Fabio Caserta,1978-09-24,77.1,178
3186,30468,Fabio Celestini,1975-10-31,83.0,185
3187,39502,Fabio Ceravolo,1987-03-05,73.0,180
3188,29590,Fabio Coentrao,1988-03-11,69.9,178
3189,41708,Fabio Coltorti,1980-12-03,94.8,198
3190,113239,Fabio Daprela,1991-02-19,64.9,180
3191,164141,Fabio Ervoes,1987-02-26,81.2,185
3192,181357,Fabio Espinho,1985-08-18,64.0,170
3193,150313,Fabio Faria,1989-04-24,84.8,188
3194,37417,Fabio Felicio,1982-05-02,59.9,170
3195,25588,Fabio Firmani,1978-05-26,68.9,178
3196,121286,Fabio Francesco Sciacca,1989-05-16,77.1,183
3197,27605,Fabio Galante,1973-11-2,79.8,185
3198,34320,Fabio Grosso,1977-11-28,82.1,190
3199,31288,Fabio Liverani,1976-04-29,73.0,175
3200,388522,Fabio Martins,1993-07-24,69.9,178
3201,26956,Fabio Morena,1980-03-19,76.2,180
3202,195809,Fabio Nunes,1992-07-24,69.9,175
3203,98361,Fabio Pacheco,1988-05-26,72.1,183
3204,39540,Fabio Quagliarella,1983-01-31,78.9,180
3205,24169,Fabio Rochemback,1981-12-1,83.0,183
3206,163976,Fabio Santos,1988-05-22,74.8,183
3207,33337,Fabio Simplicio,1979-09-23,68.9,173
3208,150176,Fabio,1990-07-09,64.9,173
3209,19353,Fabionn Lopes Patrick,1980-09-2,73.0,180
3210,47566,Fabri,1987-12-17,79.8,183
3211,40725,Fabrice Abriel,1979-07-06,68.9,175
3212,40021,Fabrice Begeorgi,1987-04-2,78.9,178
3213,34045,Fabrice Ehret,1979-09-28,69.9,183
3214,35532,Fabrice Muamba,1988-04-06,78.0,188
3215,154867,Fabrice N'Sakala,1990-07-21,73.9,178
3216,363363,Fabrice Olinga,1996-05-12,66.2,173
3217,26312,Fabrice Pancrate,1980-05-02,79.8,185
3218,30929,Fabricio Coloccini,1982-01-22,83.0,183
3219,166872,Fabricio,1990-02-2,82.1,188
3220,361316,Fabris Fokobo,1994-01-25,83.0,185
3221,670927,Fabrizio Alastra,1997-10-01,78.9,185
3222,22283,Fabrizio Cacciatore,1986-10-08,84.8,183
3223,39397,Fabrizio Grillo,1987-02-02,73.9,178
3224,32747,Fabrizio Miccoli,1979-06-27,73.0,168
3225,41669,Fabrizio Zambrella,1986-03-01,72.1,183
3226,170344,Facundo Bertoglio,1990-06-3,64.0,173
3227,103941,Facundo Parra,1985-06-15,82.1,183
3228,113318,Facundo Sebastian Roncaglia,1987-02-1,76.2,178
3229,20446,Fagner,1989-06-11,67.1,168
3230,393720,Fahd Aktaou,1993-01-13,71.2,183
3231,93317,Fahid Ben Khalfallah,1982-10-09,72.1,170
3232,422281,Fakhreddine Ben Youssef,1991-06-21,86.2,193
3233,150761,Fakhreddine Galbi,1984-08-14,82.1,190
3234,147614,Fallou Diagne,1989-08-14,79.8,185
3235,178770,Fanol Perdedaj,1991-07-16,69.9,173
3236,187017,Faouzi Ghoulam,1991-02-01,79.8,188
3237,445868,Fares Bahlouli,1995-04-08,78.0,180
3238,279855,Farid El Alagui,1985-02-1,83.0,185
3239,38786,Faris Haroun,1985-09-22,73.0,188
3240,467494,Farshad Noor,1994-10-02,69.9,178
3241,26173,Faryd Mondragon,1971-06-21,93.9,190
3242,33114,Fatih Atik,1984-06-25,69.9,175
3243,41034,Faton Toski,1987-02-17,82.1,188
3244,143795,Fausto Rossi,1990-12-03,67.1,175
3245,39272,Fausto Rossini,1978-03-02,79.8,185
3246,279173,Faycal Fajr,1988-08-01,72.1,178
3247,466480,Faycal Rherras,1993-04-07,77.1,183
3248,512033,Faysel Kasmi,1995-10-31,64.9,168
3249,181051,Fazli Kocabas,1990-01-01,79.8,185
3250,244136,Fede Vico,1994-07-04,64.0,168
3251,27658,Federico Agliardi,1983-02-11,86.2,190
3252,18644,Federico Almerares,1985-05-02,78.9,183
3253,450812,Federico Andrada,1994-03-03,74.8,180
3254,24622,Federico Balzaretti,1981-12-06,69.9,178
3255,365624,Federico Barba,1993-09-01,77.1,188
3256,414245,Federico Bernardeschi,1994-02-16,74.8,183
3257,150388,Federico Casarini,1989-08-07,72.1,180
3258,244816,Federico Ceccherini,1992-05-11,72.1,185
3259,438507,Federico Di Francesco,1994-06-14,71.2,178
3260,181921,Federico Dionisi,1987-06-16,68.0,178
3261,95509,Federico Fazio,1987-03-17,91.2,196
3262,155050,Federico Fernandez,1989-02-22,83.0,190
3263,165709,Federico Macheda,1991-08-22,77.1,183
3264,39599,Federico Marchetti,1983-02-07,83.0,188
3265,528439,Federico Mattiello,1995-07-14,77.1,183
3266,474680,Federico Nicolas Cartabia,1993-01-2,64.9,170
3267,41497,Federico Peluso,1984-01-2,82.1,188
3268,42524,Federico Piovaccari,1984-09-01,77.1,180
3269,522203,Federico Ricca,1994-12-01,72.1,178
3270,309539,Federico Ricci,1994-05-27,63.0,175
3271,127207,Federico Santander,1991-06-04,84.8,188
3272,251384,Federico Viviani,1992-03-24,74.8,180
3273,118508,Fedor Smolov,1990-02-09,79.8,188
3274,601304,Fejsal Mulic,1994-10-03,83.9,203
3275,213744,Felice Natalino,1992-03-24,73.9,185
3276,230190,Felipe Anderson,1993-04-15,69.9,175
3277,717248,Felipe Augusto,1992-03-06,78.9,183
3278,41622,Felipe Caicedo,1988-09-05,83.9,183
3279,315459,Felipe Gedoz,1993-07-12,78.9,178
3280,188533,Felipe Gutierrez,1990-10-08,64.0,170
3281,127370,Felipe Mattioni Rohde,1988-10-15,74.8,180
3282,33888,Felipe Melo,1983-08-26,79.8,183
3283,80181,Felipe Menezes,1988-01-2,76.2,185
3284,33697,Felipe Morais,1985-11-21,83.0,175
3285,101434,Felipe Pardo,1990-08-17,83.9,178
3286,103691,Felipe Saad,1983-09-11,83.0,188
3287,20396,Felipe Santana,1986-03-17,84.8,193
3288,49897,Felipe Seymour,1987-07-23,74.8,175
3289,101201,Felipe,1987-08-07,78.9,188
3290,129462,Felipe,1987-05-15,89.8,193
3291,171981,Felipe,1984-02-22,86.2,190
3292,27719,Felipe,1984-07-31,74.8,188
3293,427984,Felitciano Zschusschen,1992-01-24,69.9,188
3294,23587,Felix Bastians,1988-05-09,83.0,188
3295,237541,Felix Klaus,1992-09-13,78.9,178
3296,164259,Felix Kroos,1991-03-12,78.0,183
3297,26967,Felix Luz,1982-01-18,78.0,185
3298,637753,Felix Passlack,1998-05-29,73.9,170
3299,614212,Felix Platte,1996-02-11,88.0,190
3300,177953,Felix Wiedwald,1990-03-15,82.1,190
3301,145583,Fellipe Bastos,1990-02-01,82.1,180
3302,478418,Femi Balogun,1992-12-27,74.8,175
3303,42390,Ferdinando Coppola,1978-06-1,86.2,188
3304,42017,Ferdinando Sforzini,1984-12-04,83.0,193
3305,195263,Ferebory Dore,1989-01-21,81.2,193
3306,253410,Ferhan Hasani,1990-06-18,74.8,188
3307,458808,Ferid Matri,1994-01-16,88.0,190
3308,505866,Ferjani Sassi,1992-03-18,76.2,185
3309,38035,"Fernandez Aitor Tornavaca,29",1976-03-24,69.9,175
3310,171899,Fernandinho,1985-11-25,66.2,170
3311,40196,Fernandinho,1985-05-04,67.1,175
3312,150024,Fernando Alexandre,1985-08-02,82.1,183
3313,37604,Fernando Amorebieta,1985-03-29,83.9,190
3314,211146,Fernando Aristeguieta,1992-04-09,82.1,188
3315,36154,Fernando Belluschi,1983-09-1,78.0,173
3316,265123,Fernando Canesin Matos,1992-02-27,68.0,175
3317,11827,Fernando Cardozo,1979-03-17,73.9,185
3318,40710,Fernando Cavenaghi,1983-09-21,81.2,178
3319,39198,Fernando Damian Tissone,1986-07-24,77.1,180
3320,356068,Fernando Ferreira,1986-11-2,78.9,183
3321,18814,Fernando Gago,1986-04-1,69.9,178
3322,293360,Fernando Lewis,1993-01-31,68.0,180
3323,33030,Fernando Llorente,1985-02-26,89.8,196
3324,304014,Fernando Marcal,1989-02-19,72.1,178
3325,68411,Fernando Marquez,1987-12-1,86.2,183
3326,47563,Fernando Martin Forestieri,1990-01-15,67.1,173
3327,30852,Fernando Meira,1978-06-05,84.8,190
3328,34231,Fernando Morientes,1976-04-05,78.9,185
3329,56829,Fernando Muslera,1986-06-16,83.9,190
3330,33848,Fernando Navarro,1982-06-25,69.9,175
3331,477475,Fernando Neto,1993-01-27,68.0,178
3332,520349,Fernando Quesada,1994-01-05,71.2,178
3333,120148,Fernando Russi,1989-04-21,78.0,183
3334,11555,Fernando Soriano,1979-09-24,81.2,188
3335,30853,Fernando Torres,1984-03-2,78.0,185
3336,183547,Fernando Uribe,1988-01-01,76.2,180
3337,163665,Fernando Varela,1987-11-26,83.0,183
3338,37491,Fernando Varela,1979-09-01,78.0,180
3339,37426,Fernando Vega,1984-07-03,71.2,178
3340,101103,Fernando,1987-07-25,76.2,185
3341,175646,Fernando,1992-03-03,79.8,175
3342,24612,Fernando,1979-06-02,77.1,180
3343,39962,Fernando,1981-05-03,78.9,193
3344,42705,Ferne Snoyl,1985-03-08,77.1,178
3345,33773,Ferran Corominas,1983-01-05,69.9,175
3346,18552,Ferreira de Matos Alonso,1980-08-11,72.1,175
3347,11865,"Ferreira Delson,28",1980-07-26,69.9,175
3348,45355,"Ferreira Gomes Paulo Sergio,22",1981-07-21,83.9,183
3349,11795,Ferreira,1983-08-1,72.1,175
3350,267720,Ferreira,1987-11-17,73.9,185
3351,45888,Ferry de Regt,1988-08-29,78.0,190
3352,93332,Fethi Harek,1982-10-21,64.9,175
3353,521203,Fidan Aliti,1993-10-03,77.1,180
3354,202610,Fidel,1989-10-27,73.0,178
3355,67364,Fidelis,1989-06-14,77.1,185
3356,243490,Filip Bednarek,1992-09-26,81.2,188
3357,13483,Filip Burkhardt,1987-03-23,68.9,175
3358,27412,Filip Daems,1978-10-31,78.9,180
3359,106292,Filip Djordjevic,1987-09-28,79.8,185
3360,178538,Filip Djuricic,1992-01-3,73.0,183
3361,287337,Filip Helander,1993-04-22,83.0,193
3362,502931,Filip Jagiello,1997-08-08,69.9,180
3363,176718,Filip Kiss,1990-10-13,82.1,185
3364,281012,Filip Kostic,1992-11-01,82.1,183
3365,443518,Filip Krovinovic,1995-08-29,69.9,175
3366,206809,Filip Kurto,1991-06-14,92.1,193
3367,118346,Filip Luksik,1985-02-03,78.9,185
3368,280476,Filip Malbasic,1992-11-18,81.2,183
3369,387723,Filip Markovic,1992-03-03,77.1,180
3370,259439,Filip Mladenovic,1991-08-15,64.9,180
3371,281840,Filip Modelski,1992-09-28,73.0,180
3372,39670,Filip Sebo,1984-02-25,77.1,180
3373,287341,Filip Starzynski,1991-05-27,68.0,183
3374,39846,Filip Trojan,1983-02-21,72.1,173
3375,213184,Filip Twardzik,1993-02-1,68.0,180
3376,42368,Filipe Anunciacao,1979-05-27,78.0,180
3377,319975,Filipe Augusto,1993-08-12,76.2,183
3378,164771,Filipe Brigues,1990-07-24,72.1,178
3379,476766,Filipe Ferreira,1990-09-09,69.9,178
3380,149949,Filipe Goncalves,1984-08-12,78.9,185
3381,41167,Filipe Luis,1985-08-09,77.1,183
3382,185703,Filipe Melo,1989-11-03,83.0,188
3383,96844,Filipe Mendes,1985-06-17,88.0,193
3384,23986,Filipe Oliveira,1984-05-27,68.0,178
3385,45701,Filipe,1987-05-28,72.1,178
3386,80194,Filipp Rudik,1987-03-22,71.2,183
3387,41355,Filippo Antonelli,1978-07-13,71.2,173
3388,244970,Filippo Falco,1992-02-11,69.9,170
3389,30729,Filippo Inzaghi,1973-08-09,73.9,180
3390,74305,Filippo Porcari,1984-04-28,76.2,175
3391,35852,Fin Bartels,1987-02-07,68.9,175
3392,206901,Fiodor Cernych,1991-05-21,74.8,183
3393,33931,Fitz Hall,1980-12-2,83.0,193
3394,26078,Flavien La Postollec,1984-02-19,77.1,180
3395,11897,Flavio Meireles,1976-10-03,88.0,188
3396,181203,Flavio Nunes Ferreira,1991-10-19,74.8,180
3397,179818,Flavio Paixao,1984-09-19,74.8,183
3398,26215,Flavio Roma,1974-06-21,86.2,190
3399,31031,Flavio,1979-12-3,73.0,173
3400,26291,Florent Balmont,1980-02-02,72.1,168
3401,41195,Florent Chaigneau,1984-03-21,93.9,198
3402,11317,Florent Ghisolfi,1985-02-28,69.9,175
3403,492132,Florent Hadergjonaj,1994-07-31,72.1,183
3404,210423,Florent Hanin,1990-02-04,74.8,178
3405,30679,Florent Malouda,1980-06-13,73.0,180
3406,38700,Florent Sinama-Pongolle,1984-10-2,68.9,175
3407,466501,Florent Stevance,1988-10-08,78.9,188
3408,360156,Florent Zitte,1993-05-17,74.8,183
3409,188465,Florentin Pogba,1990-08-19,89.8,188
3410,93341,Florian Bague,1984-07-27,78.9,180
3411,42149,Florian Berisha,1990-01-18,64.9,170
3412,26412,Florian Boucansaud,1981-02-15,72.1,185
3413,35883,Florian Bruns,1979-08-21,84.8,188
3414,37379,Florian Dick,1984-11-09,83.9,183
3415,27518,Florian Fromlowitz,1986-07-02,83.0,185
3416,617044,Florian Grillitsch,1995-08-07,73.9,188
3417,291015,Florian Hartherz,1993-05-29,83.0,188
3418,37731,Florian Heller,1982-03-1,77.1,178
3419,33444,Florian Jarjat,1980-02-18,73.9,180
3420,277597,Florian Jozefzoon,1991-02-09,72.1,175
3421,303355,Florian Julien,1993-07-27,69.9,175
3422,94876,Florian Jungwirth,1989-01-27,77.1,180
3423,610359,Florian Kamberi,1995-03-08,83.9,188
3424,45272,Florian Klein,1986-11-17,72.1,183
3425,27363,Florian Kringe,1982-08-18,83.0,188
3426,26955,Florian Lechner,1981-03-03,78.0,178
3427,184521,Florian Lejeune,1991-05-2,81.2,188
3428,26118,Florian Marange,1986-03-03,78.0,180
3429,276760,Florian Niederlechner,1990-10-24,86.2,185
3430,277439,Florian Raspentino,1989-06-06,73.0,178
3431,25813,Florian Stahel,1985-03-1,78.0,183
3432,254308,Florian Thauvin,1993-01-26,69.9,178
3433,212879,Florian Trinks,1992-03-11,78.9,183
3434,362187,Floriano Vanzo,1994-04-28,77.1,180
3435,24149,Floribert Ngalula,1987-03-07,78.0,183
3436,599425,Florin Andone,1993-04-11,78.0,183
3437,351055,Florin Bejan,1991-03-28,81.2,185
3438,179798,Florin Berenguer,1989-04-01,69.9,183
3439,215245,Florin Gardos,1988-10-29,88.0,193
3440,131991,Floyd Ayite,1988-12-15,68.0,175
3441,25659,Fode Mansare,1981-09-03,71.2,175
3442,198278,Fodie Traore,1985-03-01,68.0,175
3443,287689,Formose Mendy,1989-03-23,76.2,183
3444,489501,Formose Mendy,1993-10-08,74.8,185
3445,102725,Fouad Idabdelhay,1988-05-02,68.9,180
3446,215412,Fouad Rachid,1991-11-15,57.2,163
3447,102699,Foued Kadir,1983-12-05,69.9,180
3448,26346,Fousseni Diawara,1980-08-28,71.2,183
3449,179403,Fousseyni Cisse,1989-07-17,79.8,196
3450,24157,Fraizer Campbell,1987-09-13,83.0,173
3451,105827,Fran Merida,1990-03-04,73.9,175
3452,282713,Fran Rico,1987-08-03,72.1,178
3453,518664,Fran Serrano,1995-04-2,83.9,188
3454,41629,Francelino Matuzalem,1980-06-1,73.9,178
3455,73024,Francesco Acerbi,1988-08-1,88.0,193
3456,41243,Francesco Antonioli,1969-09-14,82.1,188
3457,33826,Francesco Arnau,1975-03-23,81.2,185
3458,181920,Francesco Bardi,1992-01-18,82.1,188
3459,41437,Francesco Bega,1974-10-26,73.0,175
3460,27558,Francesco Benussi,1981-10-15,79.8,188
3461,40656,Francesco Bolzoni,1989-05-07,79.8,183
3462,155254,Francesco Caputo,1987-08-06,73.9,180
3463,39557,Francesco Cozza,1974-01-19,73.0,180
3464,41841,Francesco Della Rocca,1987-09-14,73.0,183
3465,364108,Francesco Fedato,1992-10-15,66.2,178
3466,239256,Francesco Grandolfo,1992-07-26,81.2,180
3467,41694,Francesco Lodi,1984-03-23,69.9,183
3468,73034,Francesco Lunardini,1984-11-03,67.1,173
3469,74034,Francesco Magnanelli,1984-11-12,78.9,180
3470,39298,Francesco Marianini,1979-05-06,76.2,185
3471,166554,Francesco Migliore,1988-04-17,74.8,173
3472,27680,Francesco Modesto,1982-02-16,73.0,178
3473,41337,Francesco Montervino,1978-05-07,69.9,175
3474,39429,Francesco Parravicini,1982-01-31,69.9,175
3475,24414,Francesco Pisano,1986-04-29,67.1,175
3476,24492,Francesco Pratali,1979-01-17,82.1,188
3477,41735,Francesco Renzetti,1988-01-22,64.9,175
3478,462944,Francesco Ruberto,1993-03-19,74.8,183
3479,25479,Francesco Scardina,1981-12-11,78.0,180
3480,37457,Francesco Tavano,1979-03-02,71.2,173
3481,30281,Francesco Toldo,1971-12-02,89.8,196
3482,30714,Francesco Totti,1976-09-27,82.1,180
3483,42433,Francesco Valiani,1980-10-29,69.9,173
3484,159594,Francis Coquelin,1991-05-13,73.9,178
3485,37753,Francis Dickoh,1982-12-13,84.8,188
3486,34170,Francis Jeffers,1981-01-25,74.8,178
3487,46458,Francis N'Ganga,1985-06-16,73.0,175
3488,746419,Francisco Afonso,1997-04-24,68.9,175
3489,241825,Francisco Alcacer,1993-08-3,71.2,175
3490,40672,Francisco Casilla,1986-10-02,83.9,190
3491,45440,Francisco Chica,1985-05-17,77.1,175
3492,38475,Francisco Farinos,1978-03-29,68.0,173
3493,37471,Francisco Javier Casquero,1976-03-11,76.2,180
3494,33605,Francisco Javier Martos,1984-01-04,73.0,180
3495,37425,Francisco Maldonado,1981-06-02,73.0,178
3496,38064,Francisco Molinero,1985-07-26,72.1,175
3497,33668,"Francisco Munoz Xisco,18",1980-08-05,68.9,175
3498,30277,Francisco Navarro Yeste,1979-12-06,69.9,183
3499,41464,Francisco Pavon,1980-01-09,78.0,188
3500,193226,Francisco Portillo,1990-06-13,63.0,170
3501,543288,Francisco Rodriguez,1995-09-14,76.2,175
3502,37455,Francisco Rufete,1976-11-2,77.1,175
3503,133997,Francisco Sandaza,1984-11-3,83.0,188
3504,150831,Francisco Sutil,1984-12-21,71.2,173
3505,199839,Francisco Velez,1991-06-23,74.8,180
3506,26107,Franck Beria,1983-05-23,76.2,178
3507,131531,Franck Berrier,1984-02-02,64.9,175
3508,41177,Franck Dja Djedje,1986-06-02,72.1,175
3509,194532,Franck Etoundi,1990-08-3,82.1,185
3510,466294,Franck Hery,1993-04-26,77.1,185
3511,501543,Franck Honorat,1996-08-11,69.9,180
3512,32571,Franck Jurietti,1975-03-3,71.2,178
3513,35531,Franck Queudrue,1978-08-25,77.1,183
3514,30924,Franck Ribery,1983-04-07,72.1,170
3515,26264,Franck Signorino,1981-09-19,68.9,175
3516,145070,Franck Tabanou,1989-01-3,69.9,178
3517,27663,Franco Brienza,1979-03-19,68.0,168
3518,34485,Franco Costanzo,1980-09-05,87.1,188
3519,129326,Franco Daniel Jara,1988-07-15,76.2,180
3520,49825,Franco Di Santo,1989-04-07,88.0,193
3521,35612,"Franco Miranda,22",1985-05-13,74.8,180
3522,24453,Franco Semioli,1980-06-2,69.9,178
3523,212644,Franco Signorelli,1991-01-01,68.0,178
3524,23075,Franco Sosa,1981-04-04,73.0,178
3525,270774,Franco Vazquez,1989-02-22,82.1,185
3526,200633,Franco Zennaro,1993-04-01,68.9,183
3527,178802,Franco Zuculini,1990-09-05,68.0,175
3528,150007,Francois Affolter,1991-03-13,76.2,185
3529,46712,Francois Bellugou,1987-04-25,74.8,185
3530,26162,Francois Clerc,1983-04-18,77.1,185
3531,239594,Francois D'Onofrio,1990-10-06,69.9,180
3532,564856,Francois Kamano,1996-05-01,74.8,183
3533,95227,Francois Marque,1983-07-31,84.8,188
3534,447455,Francois Marquet,1995-04-17,64.9,175
3535,26216,Francois Modesto,1978-08-19,79.8,183
3536,195706,Francois Moubandje,1990-06-21,73.9,180
3537,309083,Frank Acheampong,1993-10-16,73.0,168
3538,429847,Frank Adu Kwame,1985-05-16,78.9,180
3539,30252,Frank Baumann,1975-10-29,81.2,188
3540,37854,Frank Boeckx,1986-09-27,84.8,180
3541,45830,Frank Demouge,1982-06-25,91.2,190
3542,35607,Frank Fahrenhorst,1977-09-24,77.1,190
3543,95226,Frank Feltscher,1988-05-17,76.2,180
3544,30631,Frank Lampard,1978-06-2,88.9,183
3545,181229,Frank Nouble,1991-09-24,82.1,190
3546,160955,Frank Olijve,1989-03-07,73.0,175
3547,25524,Frank Rost,1973-06-3,92.1,193
3548,26708,Frank van der Struijk,1985-03-28,73.0,180
3549,45882,Frank van Kouwen,1980-07-02,73.9,178
3550,26709,Frank van Mosselveld,1984-01-02,69.9,183
3551,210952,Frano Mlinar,1992-03-3,73.9,183
3552,174853,Fransergio,1990-10-18,82.1,188
3553,209377,Frantisek Kubik,1989-03-14,71.2,178
3554,69833,Frantisek Rajtoral,1986-03-12,77.1,178
3555,37257,Franz Burgmeier,1982-04-07,73.0,175
3556,95336,Fraser Forster,1988-03-17,89.8,201
3557,182193,Fraser Fyvie,1993-03-27,59.9,173
3558,244525,Fraser Kerr,1993-01-17,81.2,188
3559,300527,Fraser Mullen,1993-11-08,73.0,175
3560,23069,Frazer Richardson,1982-10-29,83.0,180
3561,23151,Frazer Wright,1979-12-23,74.8,185
3562,26605,Fred Benson,1984-04-1,69.9,175
3563,131406,Fred,1986-01-15,83.0,188
3564,30995,Fred,1983-10-03,83.9,185
3565,118390,Freddie Sears,1989-11-27,74.8,170
3566,70320,Freddy Adu,1989-06-02,66.2,170
3567,5468,Freddy Mombongo-Dues,1985-08-3,87.1,188
3568,189918,Freddy Mveng,1992-05-29,79.8,175
3569,26231,Frederic Biancalani,1974-07-21,76.2,183
3570,191583,Frederic Bulot,1990-09-27,78.9,178
3571,26265,Frederic Da Rocha,1974-09-16,72.1,178
3572,157860,Frederic Duplus,1990-04-07,73.0,178
3573,39594,Frederic Dupre,1979-05-12,78.0,183
3574,346651,Frederic Gounongbe,1988-05-01,84.8,188
3575,612747,Frederic Guilbert,1994-12-24,69.9,178
3576,38252,Frederic Herpoel,1974-08-16,83.0,183
3577,39156,Frederic Jay,1976-09-2,69.9,173
3578,33989,Frederic Kanoute,1977-09-02,82.1,193
3579,658657,Frederic Maciel,1994-03-15,68.0,175
3580,195500,Frederic Mendy,1988-09-18,88.9,193
3581,40762,Frederic Nimani,1988-10-08,87.1,190
3582,38626,Frederic Page,1978-12-28,81.2,185
3583,26347,Frederic Piquionne,1978-12-08,83.9,188
3584,143752,Frederic Sammaritano,1986-03-23,66.2,163
3585,67396,Frederic Schaub,1987-04-3,69.9,180
3586,39995,Frederic Thomas,1980-08-1,74.8,180
3587,282287,Frederic Veseli,1992-11-2,79.8,183
3588,361379,Frederico Venancio,1993-02-04,77.1,185
3589,37051,Frederik Boi,1981-10-25,68.9,183
3590,149174,Frederik Frans,1989-01-03,83.0,193
3591,231753,Frederik Soerensen,1992-04-14,88.0,193
3592,149334,Fredric Brillant,1985-06-26,73.0,188
3593,78279,Fredric Loehe,1988-08-12,88.0,193
3594,30624,Fredrik Ljungberg,1977-04-16,73.0,175
3595,30824,Fredrik Stenman,1983-06-02,83.9,188
3596,180283,Fredrik Ulvestad,1992-05-19,78.9,183
3597,41199,Fredy Guarin,1986-06-3,77.1,183
3598,323438,Fredy Hinestroza,1990-04-05,69.9,175
3599,74077,Fredy Montero,1987-07-26,68.9,175
3600,45376,Fredy,1990-03-27,68.0,170
3601,101586,Freek Heerkens,1989-09-13,76.2,183
3602,178461,Freire,1989-08-21,79.8,188
3603,67304,Fulvio Sulmoni,1986-01-04,71.2,180
3604,171786,Funso Ojo,1991-08-28,71.2,178
3605,150248,Furdjel Narsingh,1988-03-13,73.9,175
3606,207235,Fwayo Tembo,1989-05-02,64.0,173
3607,748432,Fynn Arkenberg,1996-03-04,79.8,188
3608,33635,Gabi,1983-07-1,73.9,180
3609,26510,Gabor Babos,1974-10-24,92.1,196
3610,72420,Gabor Horvath,1985-07-04,83.9,188
3611,35680,Gabri,1979-02-1,74.8,175
3612,23264,Gabriel Agbonlahor,1986-10-13,78.9,180
3613,535938,Gabriel Boschilia,1996-03-05,63.0,173
3614,50373,Gabriel Gomez,1984-05-29,81.2,183
3615,30670,Gabriel Heinze,1978-04-19,72.1,178
3616,30891,Gabriel Milito,1980-09-07,78.0,178
3617,477470,Gabriel Moura,1988-06-18,69.9,173
3618,39968,Gabriel Obertan,1989-02-26,83.0,185
3619,40621,Gabriel Paletta,1986-02-15,88.0,190
3620,177503,Gabriel Paulista,1990-11-22,72.1,188
3621,39233,Gabriel Penalba,1984-09-23,84.8,188
3622,202341,Gabriel Silva,1991-05-13,74.8,178
3623,37428,Gabriel Tamas,1983-11-09,78.9,188
3624,103424,Gabriel Torje,1989-11-22,71.2,168
3625,257757,Gabriel,1989-10-15,83.9,185
3626,265273,Gabriel,1992-09-27,89.8,193
3627,41807,Gabriele Aldegani,1976-05-1,91.2,196
3628,155260,Gabriele Angella,1989-04-28,82.1,190
3629,41478,Gabriele Perico,1984-03-11,74.8,183
3630,178541,Gaby Jallo,1989-01-01,73.9,178
3631,25595,Gaby Mudingayi,1981-10-01,79.8,180
3632,213319,Gadji Tallo,1992-12-21,77.1,185
3633,277384,Gael Angoula,1982-07-18,74.8,178
3634,212416,Gael Bigirimana,1993-10-22,73.9,178
3635,31291,Gael Clichy,1985-07-26,64.9,175
3636,40758,Gael Danic,1981-11-19,64.9,175
3637,11671,Gael Genevier,1982-06-26,71.2,175
3638,179774,Gael Germany,1983-05-1,73.0,185
3639,30739,Gael Givet,1981-10-09,74.8,180
3640,163205,Gael Kakuta,1991-06-21,64.0,173
3641,199253,Gael Nlundulu,1992-04-29,78.0,183
3642,26222,Gaetan Bong,1988-04-25,73.9,183
3643,426873,Gaetan Bussmann,1991-02-02,76.2,183
3644,159839,Gaetan Charbonnier,1988-12-27,79.8,188
3645,245287,Gaetan Courtet,1989-02-22,72.1,180
3646,561611,Gaetan Hendrickx,1995-03-3,66.2,175
3647,263693,Gaetan Karlen,1993-06-07,79.8,188
3648,36552,Gaetan Krebs,1985-11-18,63.0,165
